RECTYPE,LEA,ESTAB,URN,SCHNAME,NFTYPE,FEEDER,ICLOSE,TOT_COHORT,TOT_OVERALL,TOT_APPREN,TOT_EDUCATION,TOT_FE,TOT_HE,TOT_OTHER_EDU,TOT_EMPLOYMENT,TOT_NOT_SUSTAINED,TOT_NOT_CAPTURED,TOT_OVERALLPER,TOT_APPRENPER,TOT_EDUCATIONPER,TOT_FEPER,TOT_HEPER,TOT_OTHER_EDUPER,TOT_EMPLOYMENTPER,TOT_NOT_SUSTAINEDPER,TOT_NOT_CAPTUREDPER,TOT_COHORT_DIS,TOT_OVERALL_DIS,TOT_APPREN_DIS,TOT_EDUCATION_DIS,TOT_FE_DIS,TOT_HE_DIS,TOT_OTHER_EDU_DIS,TOT_EMPLOYMENT_DIS,TOT_NOT_SUSTAINED_DIS,TOT_NOT_CAPTURED_DIS,TOT_OVERALLPER_DIS,TOT_APPRENPER_DIS,TOT_EDUCATIONPER_DIS,TOT_FEPER_DIS,TOT_HEPER_DIS,TOT_OTHER_EDUPER_DIS,TOT_EMPLOYMENTPER_DIS,TOT_NOT_SUSTAINEDPER_DIS,TOT_NOT_CAPTUREDPER_DIS,TOT_COHORT_NONDIS,TOT_OVERALL_NONDIS,TOT_APPREN_NONDIS,TOT_EDUCATION_NONDIS,TOT_FE_NONDIS,TOT_HE_NONDIS,TOT_OTHER_EDU_NONDIS,TOT_EMPLOYMENT_NONDIS,TOT_NOT_SUSTAINED_NONDIS,TOT_NOT_CAPTURED_NONDIS,TOT_OVERALLPER_NONDIS,TOT_APPRENPER_NONDIS,TOT_EDUCATIONPER_NONDIS,TOT_FEPER_NONDIS,TOT_HEPER_NONDIS,TOT_OTHER_EDUPER_NONDIS,TOT_EMPLOYMENTPER_NONDIS,TOT_NOT_SUSTAINEDPER_NONDIS,TOT_NOT_CAPTUREDPER_NONDIS,L3_COHORT,L3_OVERALL,L3_APPREN,L3_EDUCATION,L3_FE,L3_HE,L3_OTHER_EDU,L3_EMPLOYMENT,L3_NOT_SUSTAINED,L3_NOT_CAPTURED,L3_OVERALLPER,L3_APPRENPER,L3_EDUCATIONPER,L3_FEPER,L3_HEPER,L3_OTHER_EDUPER,L3_EMPLOYMENTPER,L3_NOT_SUSTAINEDPER,L3_NOT_CAPTUREDPER,L3_COHORT_DIS,L3_OVERALL_DIS,L3_APPREN_DIS,L3_EDUCATION_DIS,L3_FE_DIS,L3_HE_DIS,L3_OTHER_EDU_DIS,L3_EMPLOYMENT_DIS,L3_NOT_SUSTAINED_DIS,L3_NOT_CAPTURED_DIS,L3_OVERALLPER_DIS,L3_APPRENPER_DIS,L3_EDUCATIONPER_DIS,L3_FEPER_DIS,L3_HEPER_DIS,L3_OTHER_EDUPER_DIS,L3_EMPLOYMENTPER_DIS,L3_NOT_SUSTAINEDPER_DIS,L3_NOT_CAPTUREDPER_DIS,L3_COHORT_NONDIS,L3_OVERALL_NONDIS,L3_APPREN_NONDIS,L3_EDUCATION_NONDIS,L3_FE_NONDIS,L3_HE_NONDIS,L3_OTHER_EDU_NONDIS,L3_EMPLOYMENT_NONDIS,L3_NOT_SUSTAINED_NONDIS,L3_NOT_CAPTURED_NONDIS,L3_OVERALLPER_NONDIS,L3_APPRENPER_NONDIS,L3_EDUCATIONPER_NONDIS,L3_FEPER_NONDIS,L3_HEPER_NONDIS,L3_OTHER_EDUPER_NONDIS,L3_EMPLOYMENTPER_NONDIS,L3_NOT_SUSTAINEDPER_NONDIS,L3_NOT_CAPTUREDPER_NONDIS,L2_COHORT,L2_OVERALL,L2_APPREN,L2_EDUCATION,L2_FE,L2_HE,L2_OTHER_EDU,L2_EMPLOYMENT,L2_NOT_SUSTAINED,L2_NOT_CAPTURED,L2_OVERALLPER,L2_APPRENPER,L2_EDUCATIONPER,L2_FEPER,L2_HEPER,L2_OTHER_EDUPER,L2_EMPLOYMENTPER,L2_NOT_SUSTAINEDPER,L2_NOT_CAPTUREDPER,L2_COHORT_DIS,L2_OVERALL_DIS,L2_APPREN_DIS,L2_EDUCATION_DIS,L2_FE_DIS,L2_HE_DIS,L2_OTHER_EDU_DIS,L2_EMPLOYMENT_DIS,L2_NOT_SUSTAINED_DIS,L2_NOT_CAPTURED_DIS,L2_OVERALLPER_DIS,L2_APPRENPER_DIS,L2_EDUCATIONPER_DIS,L2_FEPER_DIS,L2_HEPER_DIS,L2_OTHER_EDUPER_DIS,L2_EMPLOYMENTPER_DIS,L2_NOT_SUSTAINEDPER_DIS,L2_NOT_CAPTUREDPER_DIS,L2_COHORT_NONDIS,L2_OVERALL_NONDIS,L2_APPREN_NONDIS,L2_EDUCATION_NONDIS,L2_FE_NONDIS,L2_HE_NONDIS,L2_OTHER_EDU_NONDIS,L2_EMPLOYMENT_NONDIS,L2_NOT_SUSTAINED_NONDIS,L2_NOT_CAPTURED_NONDIS,L2_OVERALLPER_NONDIS,L2_APPRENPER_NONDIS,L2_EDUCATIONPER_NONDIS,L2_FEPER_NONDIS,L2_HEPER_NONDIS,L2_OTHER_EDUPER_NONDIS,L2_EMPLOYMENTPER_NONDIS,L2_NOT_SUSTAINEDPER_NONDIS,L2_NOT_CAPTUREDPER_NONDIS,LALLOTH_COHORT,LALLOTH_OVERALL,LALLOTH_APPREN,LALLOTH_EDUCATION,LALLOTH_FE,LALLOTH_HE,LALLOTH_OTHER_EDU,LALLOTH_EMPLOYMENT,LALLOTH_NOT_SUSTAINED,LALLOTH_NOT_CAPTURED,LALLOTH_OVERALLPER,LALLOTH_APPRENPER,LALLOTH_EDUCATIONPER,LALLOTH_FEPER,LALLOTH_HEPER,LALLOTH_OTHER_EDUPER,LALLOTH_EMPLOYMENTPER,LALLOTH_NOT_SUSTAINEDPER,LALLOTH_NOT_CAPTUREDPER,LALLOTH_COHORT_DIS,LALLOTH_OVERALL_DIS,LALLOTH_APPREN_DIS,LALLOTH_EDUCATION_DIS,LALLOTH_FE_DIS,LALLOTH_HE_DIS,LALLOTH_OTHER_EDU_DIS,LALLOTH_EMPLOYMENT_DIS,LALLOTH_NOT_SUSTAINED_DIS,LALLOTH_NOT_CAPTURED_DIS,LALLOTH_OVERALLPER_DIS,LALLOTH_APPRENPER_DIS,LALLOTH_EDUCATIONPER_DIS,LALLOTH_FEPER_DIS,LALLOTH_HEPER_DIS,LALLOTH_OTHER_EDUPER_DIS,LALLOTH_EMPLOYMENTPER_DIS,LALLOTH_NOT_SUSTAINEDPER_DIS,LALLOTH_NOT_CAPTUREDPER_DIS,LALLOTH_COHORT_NONDIS,LALLOTH_OVERALL_NONDIS,LALLOTH_APPREN_NONDIS,LALLOTH_EDUCATION_NONDIS,LALLOTH_FE_NONDIS,LALLOTH_HE_NONDIS,LALLOTH_OTHER_EDU_NONDIS,LALLOTH_EMPLOYMENT_NONDIS,LALLOTH_NOT_SUSTAINED_NONDIS,LALLOTH_NOT_CAPTURED_NONDIS,LALLOTH_OVERALLPER_NONDIS,LALLOTH_APPRENPER_NONDIS,LALLOTH_EDUCATIONPER_NONDIS,LALLOTH_FEPER_NONDIS,LALLOTH_HEPER_NONDIS,LALLOTH_OTHER_EDUPER_NONDIS,LALLOTH_EMPLOYMENTPER_NONDIS,LALLOTH_NOT_SUSTAINEDPER_NONDIS,LALLOTH_NOT_CAPTUREDPER_NONDIS
1,331,4800,137272,Blue Coat Church of England School and Music College,ACC,0,0,158,143,7,117,0,116,1,19,7,8,91%,4%,74%,0%,73%,1%,12%,4%,5%,34,30,SUPP,SUPP,0,SUPP,SUPP,3,SUPP,SUPP,88%,SUPP,SUPP,0%,SUPP,SUPP,9%,SUPP,SUPP,124,113,SUPP,SUPP,0,SUPP,SUPP,16,SUPP,SUPP,91%,SUPP,SUPP,0%,SUPP,SUPP,13%,SUPP,SUPP,156,142,7,117,0,116,1,18,6,8,91%,4%,75%,0%,74%,1%,12%,4%,5%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,331,4003,140961,WMG Academy for Young Engineers,UTC,0,0,123,107,27,54,1,51,2,26,10,6,87%,22%,44%,1%,41%,2%,21%,8%,5%,23,20,6,10,SUPP,SUPP,SUPP,4,SUPP,SUPP,87%,26%,43%,SUPP,SUPP,SUPP,17%,SUPP,SUPP,100,87,21,44,SUPP,SUPP,SUPP,22,SUPP,SUPP,87%,21%,44%,SUPP,SUPP,SUPP,22%,SUPP,SUPP,114,99,22,53,1,51,1,24,10,5,87%,19%,46%,1%,45%,1%,21%,9%,4%,22,19,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,86%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,92,80,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,87%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,6,5,3,0,0,0,0,2,0,1,83%,50%,0%,0%,0%,0%,33%,0%,17%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,331,4037,136963,Finham Park School,ACC,0,0,157,129,11,87,0,87,0,31,20,8,82%,7%,55%,0%,55%,0%,20%,13%,5%,16,SUPP,SUPP,SUPP,0,SUPP,0,SUPP,3,SUPP,SUPP,SUPP,SUPP,0%,SUPP,0%,SUPP,19%,SUPP,141,SUPP,SUPP,SUPP,0,SUPP,0,SUPP,17,SUPP,SUPP,SUPP,SUPP,0%,SUPP,0%,SUPP,12%,SUPP,156,129,11,87,0,87,0,31,19,8,83%,7%,56%,0%,56%,0%,20%,12%,5%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,331,4000,142339,Barr's Hill School,ACC,0,0,65,58,4,47,1,46,0,7,6,1,89%,6%,72%,2%,71%,0%,11%,9%,2%,16,14,SUPP,10,SUPP,SUPP,0,SUPP,SUPP,SUPP,88%,SUPP,63%,SUPP,SUPP,0%,SUPP,SUPP,SUPP,49,44,SUPP,37,SUPP,SUPP,0,SUPP,SUPP,SUPP,90%,SUPP,76%,SUPP,SUPP,0%,SUPP,SUPP,SUPP,63,56,4,47,1,46,0,5,6,1,89%,6%,75%,2%,73%,0%,8%,10%,2%,15,13,SUPP,10,SUPP,SUPP,0,SUPP,SUPP,SUPP,87%,SUPP,67%,SUPP,SUPP,0%,SUPP,SUPP,SUPP,48,43,SUPP,37,SUPP,SUPP,0,SUPP,SUPP,SUPP,90%,SUPP,77%,SUPP,SUPP,0%,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,331,4001,140366,Ernesford Grange Community Academy,AC,0,0,36,32,3,17,0,17,0,12,2,2,89%,8%,47%,0%,47%,0%,33%,6%,6%,10,9,SUPP,SUPP,0,SUPP,0,5,SUPP,SUPP,90%,SUPP,SUPP,0%,SUPP,0%,50%,SUPP,SUPP,26,23,SUPP,SUPP,0,SUPP,0,7,SUPP,SUPP,88%,SUPP,SUPP,0%,SUPP,0%,27%,SUPP,SUPP,35,31,3,17,0,17,0,11,2,2,89%,9%,49%,0%,49%,0%,31%,6%,6%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
LA,331,,,,,,,3216,2456,193,1477,220,1244,13,786,558,202,76%,6%,46%,7%,39%,SP,24%,17%,6%,925,615,45,355,65,290,SN,215,240,70,67%,5%,39%,7%,31%,SP,23%,26%,7%,2295,1840,150,1120,155,955,10,570,320,135,80%,7%,49%,7%,42%,SP,25%,14%,6%,2389,1995,132,1331,84,1238,9,532,286,108,84%,6%,56%,4%,52%,SP,22%,12%,5%,605,460,25,315,25,285,0,120,115,30,76%,4%,52%,5%,48%,0%,20%,19%,5%,1785,1535,105,1015,55,950,10,410,170,80,86%,6%,57%,3%,53%,SP,23%,10%,4%,439,264,30,79,75,2,2,155,131,44,60%,7%,18%,17%,SP,SP,35%,30%,10%,175,95,10,20,20,SUPP,SUPP,65,65,20,53%,5%,11%,10%,SUPP,SUPP,37%,36%,11%,265,170,20,60,55,SUPP,SUPP,90,65,25,65%,8%,23%,22%,SUPP,SUPP,34%,26%,10%,388,197,31,67,61,4,2,99,141,50,51%,8%,17%,16%,1%,SP,26%,36%,13%,145,65,10,20,20,SUPP,SUPP,30,60,20,44%,8%,15%,14%,SUPP,SUPP,21%,43%,13%,245,135,20,45,40,SUPP,SUPP,70,80,30,55%,8%,18%,17%,SUPP,SUPP,28%,32%,13%
1,838,4005,147443,Budmouth Academy Weymouth,AC,0,0,137,106,10,40,1,34,5,56,22,9,77%,7%,29%,1%,25%,4%,41%,16%,7%,22,17,SUPP,SUPP,SUPP,SUPP,SUPP,10,3,2,77%,SUPP,SUPP,SUPP,SUPP,SUPP,45%,14%,9%,115,89,SUPP,SUPP,SUPP,SUPP,SUPP,46,19,7,77%,SUPP,SUPP,SUPP,SUPP,SUPP,40%,17%,6%,126,99,9,40,1,34,5,50,20,7,79%,7%,32%,1%,27%,4%,40%,16%,6%,20,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,106,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,9,7,1,0,0,0,0,6,2,0,78%,11%,0%,0%,0%,0%,67%,22%,0%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,838,4022,113854,Ferndown Upper School,CY,0,0,119,97,6,48,2,36,10,43,12,10,82%,5%,40%,2%,30%,8%,36%,10%,8%,15,11,SUPP,6,0,5,1,SUPP,2,2,73%,SUPP,40%,0%,33%,7%,SUPP,13%,13%,104,86,SUPP,42,2,31,9,SUPP,10,8,83%,SUPP,40%,2%,30%,9%,SUPP,10%,8%,102,90,6,47,2,36,9,37,10,2,88%,6%,46%,2%,35%,9%,36%,10%,2%,11,9,SUPP,SUPP,0,5,SUPP,3,SUPP,SUPP,82%,SUPP,SUPP,0%,45%,SUPP,27%,SUPP,SUPP,91,81,SUPP,SUPP,2,31,SUPP,34,SUPP,SUPP,89%,SUPP,SUPP,2%,34%,SUPP,37%,SUPP,SUPP,10,3,0,1,0,0,1,2,2,5,30%,0%,10%,0%,0%,10%,20%,20%,50%,2,SUPP,0,SUPP,0,0,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,0%,0%,SUPP,SUPP,SUPP,SUPP,8,SUPP,0,SUPP,0,0,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,0%,0%,SUPP,SUPP,SUPP,SUPP,7,4,0,0,0,0,0,4,0,3,57%,0%,0%,0%,0%,0%,57%,0%,43%,2,SUPP,0,0,0,0,0,SUPP,0,SUPP,SUPP,0%,0%,0%,0%,0%,SUPP,0%,SUPP,5,SUPP,0,0,0,0,0,SUPP,0,SUPP,SUPP,0%,0%,0%,0%,0%,SUPP,0%,SUPP
1,838,4024,148737,The Purbeck School,ACC,0,0,78,65,5,24,1,23,0,36,7,6,83%,6%,31%,1%,29%,0%,46%,9%,8%,10,8,1,1,SUPP,SUPP,0,6,1,1,80%,10%,10%,SUPP,SUPP,0%,60%,10%,10%,68,57,4,23,SUPP,SUPP,0,30,6,5,84%,6%,34%,SUPP,SUPP,0%,44%,9%,7%,73,62,4,24,1,23,0,34,5,6,85%,5%,33%,1%,32%,0%,47%,7%,8%,9,7,SUPP,1,SUPP,SUPP,0,SUPP,1,1,78%,SUPP,11%,SUPP,SUPP,0%,SUPP,11%,11%,64,55,SUPP,23,SUPP,SUPP,0,SUPP,4,5,86%,SUPP,36%,SUPP,SUPP,0%,SUPP,6%,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,838,4035,113863,Lytchett Minster School,FD,0,0,135,111,10,48,6,38,4,53,18,6,82%,7%,36%,4%,28%,3%,39%,13%,4%,13,10,SUPP,SUPP,2,SUPP,SUPP,6,SUPP,SUPP,77%,SUPP,SUPP,15%,SUPP,SUPP,46%,SUPP,SUPP,122,101,SUPP,SUPP,4,SUPP,SUPP,47,SUPP,SUPP,83%,SUPP,SUPP,3%,SUPP,SUPP,39%,SUPP,SUPP,126,104,9,46,4,38,4,49,17,5,83%,7%,37%,3%,30%,3%,39%,13%,4%,10,SUPP,0,SUPP,SUPP,SUPP,0,4,SUPP,0,SUPP,0%,SUPP,SUPP,SUPP,0%,40%,SUPP,0%,116,SUPP,9,SUPP,SUPP,SUPP,4,45,SUPP,5,SUPP,8%,SUPP,SUPP,SUPP,3%,39%,SUPP,4%,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,8,7,1,2,2,0,0,4,1,0,88%,13%,25%,25%,0%,0%,50%,13%,0%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,838,4179,149657,Sturminster Newton High School,ACC,0,0,47,38,6,18,2,16,0,14,8,1,81%,13%,38%,4%,34%,0%,30%,17%,2%,7,5,1,2,SUPP,SUPP,0,2,SUPP,SUPP,71%,14%,29%,SUPP,SUPP,0%,29%,SUPP,SUPP,40,33,5,16,SUPP,SUPP,0,12,SUPP,SUPP,83%,13%,40%,SUPP,SUPP,0%,30%,SUPP,SUPP,38,32,4,18,2,16,0,10,6,0,84%,11%,47%,5%,42%,0%,26%,16%,0%,5,SUPP,SUPP,SUPP,SUPP,SUPP,0,SUPP,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,0%,33,SUPP,SUPP,16,SUPP,SUPP,0,9,SUPP,0,SUPP,SUPP,48%,SUPP,SUPP,0%,27%,SUPP,0%,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,7,6,2,0,0,0,0,4,1,0,86%,29%,0%,0%,0%,0%,57%,14%,0%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
